probability_nonAMP	probability_AMP	predicted	seq_id
0.1378125	0.8621874999999999	AMP	AMP64
0.05625	0.94375	AMP	AMP65
0.0125	0.9875	AMP	AMP66
0.0125	0.9875	AMP	AMP67
0.04479166666666667	0.9552083333333332	AMP	AMP68
0.01875	0.98125	AMP	AMP69
0.12098214285714286	0.8790178571428571	AMP	AMP70
0.1140625	0.8859375	AMP	AMP71
0.49867559523809535	0.5013244047619048	AMP	AMP72
0.06302083333333333	0.9369791666666666	AMP	AMP73
0.0	1.0	AMP	AMP74
0.01875	0.98125	AMP	AMP75
0.0	1.0	AMP	AMP76
0.0	1.0	AMP	AMP77
0.09270833333333334	0.9072916666666668	AMP	AMP78
0.052500000000000005	0.9475	AMP	AMP79
0.09270833333333334	0.9072916666666666	AMP	AMP80
0.05	0.95	AMP	AMP81
0.16250000000000003	0.8375000000000001	AMP	AMP82
0.027500000000000004	0.9724999999999999	AMP	AMP83
0.042083333333333334	0.9579166666666665	AMP	AMP84
0.084375	0.915625	AMP	AMP85
0.17312500000000003	0.826875	AMP	AMP86
0.01875	0.98125	AMP	AMP87
0.10052083333333332	0.8994791666666666	AMP	AMP88
0.45791666666666675	0.5420833333333334	AMP	AMP89
0.04583333333333334	0.9541666666666666	AMP	AMP90
0.2307291666666667	0.7692708333333333	AMP	AMP91
0.13958333333333334	0.8604166666666668	AMP	AMP92
0.2	0.8	AMP	AMP93
0.0375	0.9625	AMP	AMP94
0.03125	0.96875	AMP	AMP95
0.025	0.975	AMP	AMP96
0.0521875	0.9478125000000001	AMP	AMP97
0.11666666666666667	0.8833333333333334	AMP	AMP98
0.5069791666666665	0.49302083333333335	nonAMP	AMP99
0.08854166666666666	0.9114583333333333	AMP	AMP100
0.4747916666666666	0.5252083333333334	AMP	AMP101
0.05833333333333333	0.9416666666666667	AMP	AMP102
0.0296875	0.9703125	AMP	AMP103
0.0296875	0.9703125	AMP	AMP104
0.49020833333333325	0.5097916666666665	AMP	AMP105
0.11645833333333333	0.8835416666666667	AMP	AMP106
0.1125	0.8875	AMP	AMP107
0.4578273809523809	0.5421726190476189	AMP	AMP108
0.041666666666666664	0.9583333333333334	AMP	AMP109
0.03916666666666667	0.9608333333333334	AMP	AMP110
0.43090277777777775	0.5690972222222223	AMP	AMP111
0.078125	0.921875	AMP	AMP112
0.025	0.975	AMP	AMP113
0.11979166666666667	0.8802083333333333	AMP	AMP114
0.118125	0.881875	AMP	AMP115
0.1125	0.8875	AMP	AMP116
0.17958333333333332	0.8204166666666666	AMP	AMP117
0.5110416666666666	0.4889583333333333	nonAMP	AMP118
0.01875	0.98125	AMP	AMP119
0.13020833333333331	0.8697916666666666	AMP	AMP120
0.090625	0.909375	AMP	AMP121
0.1	0.9	AMP	AMP122
0.175	0.825	AMP	AMP123
0.15	0.85	AMP	AMP124
0.060416666666666674	0.9395833333333332	AMP	AMP125
0.0	1.0	AMP	AMP126
0.0484375	0.9515625	AMP	AMP127
0.05625	0.94375	AMP	AMP128
0.125	0.875	AMP	AMP129
0.075	0.925	AMP	AMP130
0.2020833333333333	0.7979166666666667	AMP	AMP131
0.16875	0.83125	AMP	AMP132
0.5277083333333334	0.47229166666666667	nonAMP	AMP133
0.013750000000000002	0.9862500000000001	AMP	AMP134
0.01875	0.98125	AMP	AMP135
0.2666666666666667	0.7333333333333334	AMP	AMP136
0.265625	0.734375	AMP	AMP137
0.029166666666666664	0.9708333333333332	AMP	AMP138
0.0375	0.9625	AMP	AMP139
0.09166666666666666	0.9083333333333334	AMP	AMP140
0.0546875	0.9453125	AMP	AMP141
0.0546875	0.9453125	AMP	AMP142
0.05625	0.94375	AMP	AMP143
0.05	0.95	AMP	AMP144
0.0625	0.9375	AMP	AMP145
0.0375	0.9625	AMP	AMP146
0.035416666666666666	0.9645833333333332	AMP	AMP147
0.1125	0.8875	AMP	AMP148
0.021249999999999998	0.97875	AMP	AMP149
0.075	0.925	AMP	AMP150
0.03125	0.96875	AMP	AMP151
0.0125	0.9875	AMP	AMP152
0.0125	0.9875	AMP	AMP153
0.01875	0.98125	AMP	AMP154
0.06875	0.93125	AMP	AMP155
0.06302083333333333	0.9369791666666666	AMP	AMP156
0.0921875	0.9078125	AMP	AMP157
0.0625	0.9375	AMP	AMP158
0.05	0.95	AMP	AMP159
0.04739583333333334	0.9526041666666666	AMP	AMP160
0.16086309523809522	0.8391369047619047	AMP	AMP161
0.065625	0.934375	AMP	AMP162
0.176875	0.8231249999999999	AMP	AMP163
0.025	0.975	AMP	AMP164
0.05	0.95	AMP	AMP165
0.125	0.875	AMP	AMP166
0.04708333333333333	0.9529166666666666	AMP	AMP167
0.022916666666666665	0.9770833333333334	AMP	AMP168
0.03854166666666667	0.9614583333333334	AMP	AMP169
0.03333333333333334	0.9666666666666666	AMP	AMP170
0.015	0.985	AMP	AMP171
0.05	0.95	AMP	AMP172
0.0375	0.9625	AMP	AMP173
0.0515625	0.9484375	AMP	AMP174
0.01625	0.98375	AMP	AMP175
0.028749999999999998	0.9712500000000001	AMP	AMP176
0.055416666666666656	0.9445833333333333	AMP	AMP177
0.5249652777777778	0.47503472222222215	nonAMP	AMP178
0.4944656385281384	0.5055343614718616	AMP	AMP179
0.03880208333333333	0.9611979166666664	AMP	AMP180
0.08932539682539684	0.9106746031746031	AMP	AMP181
0.04291666666666667	0.9570833333333333	AMP	AMP182
0.4944656385281384	0.5055343614718616	AMP	AMP183
0.052604166666666674	0.9473958333333332	AMP	AMP184
0.33854166666666663	0.6614583333333334	AMP	AMP185
0.055208333333333325	0.9447916666666666	AMP	AMP186
0.1221875	0.8778124999999999	AMP	AMP187
0.10625	0.89375	AMP	AMP188
0.12916666666666665	0.8708333333333332	AMP	AMP189
0.004166666666666667	0.9958333333333333	AMP	AMP190
0.01875	0.98125	AMP	AMP191
0.2104166666666667	0.7895833333333333	AMP	AMP192
0.45812500000000006	0.541875	AMP	AMP193
0.090625	0.909375	AMP	AMP194
0.5215029761904761	0.4784970238095238	nonAMP	AMP195
0.16875	0.83125	AMP	AMP196
0.05	0.95	AMP	AMP197
0.025	0.975	AMP	AMP198
0.08562499999999999	0.914375	AMP	AMP199
0.06458333333333333	0.9354166666666666	AMP	AMP200
0.4723958333333334	0.5276041666666667	AMP	AMP201
0.08229166666666667	0.9177083333333333	AMP	AMP202
0.05	0.95	AMP	AMP203
0.021875	0.978125	AMP	AMP204
0.025	0.975	AMP	AMP205
0.12354166666666666	0.8764583333333332	AMP	AMP206
0.14458333333333334	0.8554166666666667	AMP	AMP207
0.03729166666666666	0.9627083333333335	AMP	AMP208
0.090625	0.909375	AMP	AMP209
0.14322916666666666	0.8567708333333334	AMP	AMP210
0.1125	0.8875	AMP	AMP211
0.071875	0.928125	AMP	AMP212
0.3125	0.6875	AMP	AMP213
0.27421875	0.72578125	AMP	AMP214
0.0990625	0.9009375000000001	AMP	AMP215
0.05625	0.94375	AMP	AMP216
0.271875	0.728125	AMP	AMP217
0.2520833333333333	0.7479166666666667	AMP	AMP218
0.0265625	0.9734375	AMP	AMP219
0.05	0.95	AMP	AMP220
0.021875	0.978125	AMP	AMP221
0.06458333333333333	0.9354166666666666	AMP	AMP222
0.0125	0.9875	AMP	AMP223
0.034375	0.965625	AMP	AMP224
0.01875	0.98125	AMP	AMP225
0.5357291666666667	0.4642708333333334	nonAMP	AMP226
0.01875	0.98125	AMP	AMP227
0.01875	0.98125	AMP	AMP228
0.5531250000000001	0.4468749999999999	nonAMP	AMP229
0.08125	0.91875	AMP	AMP230
0.1015625	0.8984375	AMP	AMP231
0.0875	0.9125	AMP	AMP232
0.01875	0.98125	AMP	AMP233
0.090625	0.909375	AMP	AMP234
0.09375	0.90625	AMP	AMP235
0.10625	0.89375	AMP	AMP236
0.31775297619047627	0.682247023809524	AMP	AMP237
0.4431249999999999	0.556875	AMP	AMP238
0.0375	0.9625	AMP	AMP239
0.0375	0.9625	AMP	AMP240
0.10520833333333335	0.8947916666666668	AMP	AMP241
0.1875	0.8125	AMP	AMP242
0.06145833333333332	0.9385416666666666	AMP	AMP243
0.31775297619047627	0.682247023809524	AMP	AMP244
0.1654761904761905	0.8345238095238094	AMP	AMP245
0.11020833333333332	0.8897916666666668	AMP	AMP246
0.1125	0.8875	AMP	AMP247
0.128125	0.871875	AMP	AMP248
0.19791666666666669	0.8020833333333333	AMP	AMP249
0.23697916666666669	0.7630208333333333	AMP	AMP250
0.18958333333333335	0.8104166666666666	AMP	AMP251
0.27770833333333333	0.7222916666666668	AMP	AMP252
0.10729166666666667	0.8927083333333334	AMP	AMP253
0.1052083333333333	0.8947916666666668	AMP	AMP254
0.094375	0.905625	AMP	AMP255
0.053125	0.946875	AMP	AMP256
0.0796875	0.9203125000000002	AMP	AMP257
0.18697916666666667	0.8130208333333332	AMP	AMP258
0.10416666666666667	0.8958333333333334	AMP	AMP259
0.01875	0.98125	AMP	AMP260
0.025	0.975	AMP	AMP261
0.0578125	0.9421875	AMP	AMP262
0.059375	0.940625	AMP	AMP263
0.0125	0.9875	AMP	AMP264
0.0125	0.9875	AMP	AMP265
0.0375	0.9625	AMP	AMP266
0.19375	0.80625	AMP	AMP267
0.05	0.95	AMP	AMP268
0.0671875	0.9328125	AMP	AMP269
0.125	0.875	AMP	AMP270
0.04375	0.95625	AMP	AMP271
0.0375	0.9625	AMP	AMP272
0.125	0.875	AMP	AMP273
0.1203125	0.8796875	AMP	AMP274
0.01875	0.98125	AMP	AMP275
0.025	0.975	AMP	AMP276
0.065625	0.934375	AMP	AMP277
0.0375	0.9625	AMP	AMP278
0.041666666666666664	0.9583333333333333	AMP	AMP279
0.140625	0.859375	AMP	AMP280
0.04375	0.95625	AMP	AMP281
0.15	0.85	AMP	AMP282
0.05833333333333333	0.9416666666666668	AMP	AMP283
0.028125	0.971875	AMP	AMP284
0.0020833333333333333	0.9979166666666666	AMP	AMP285
0.0453125	0.9546875	AMP	AMP286
0.00625	0.99375	AMP	AMP287
0.0	1.0	AMP	AMP288
0.0	1.0	AMP	AMP289
0.0	1.0	AMP	AMP290
0.00625	0.99375	AMP	AMP291
0.00625	0.99375	AMP	AMP292
0.06875	0.93125	AMP	AMP293
0.05	0.95	AMP	AMP294
0.2822916666666667	0.7177083333333334	AMP	AMP295
0.1	0.9	AMP	AMP296
0.10104166666666667	0.8989583333333332	AMP	AMP297
0.05625	0.94375	AMP	AMP298
0.075	0.925	AMP	AMP299
0.08333333333333334	0.9166666666666666	AMP	AMP300
0.09791666666666668	0.9020833333333333	AMP	AMP301
0.043055555555555555	0.9569444444444445	AMP	AMP302
0.052083333333333336	0.9479166666666666	AMP	AMP303
0.06458333333333333	0.9354166666666668	AMP	AMP304
0.059375	0.940625	AMP	AMP305
0.0625	0.9375	AMP	AMP306
0.025	0.975	AMP	AMP307
0.03958333333333333	0.9604166666666668	AMP	AMP308
0.030625000000000003	0.969375	AMP	AMP309
0.075	0.925	AMP	AMP310
0.0390625	0.9609375	AMP	AMP311
0.09166666666666666	0.9083333333333334	AMP	AMP312
0.0	1.0	AMP	AMP313
0.0	1.0	AMP	AMP314
0.0125	0.9875	AMP	AMP315
0.0	1.0	AMP	AMP316
0.0	1.0	AMP	AMP317
0.0	1.0	AMP	AMP318
0.025	0.975	AMP	AMP319
0.00625	0.99375	AMP	AMP320
0.0171875	0.9828125	AMP	AMP321
0.01875	0.98125	AMP	AMP322
0.15729166666666666	0.8427083333333332	AMP	AMP323
0.11875	0.88125	AMP	AMP324
0.121875	0.878125	AMP	AMP325
0.04375	0.95625	AMP	AMP326
0.04375	0.95625	AMP	AMP327
0.0515625	0.9484375	AMP	AMP328
0.084375	0.915625	AMP	AMP329
0.12083333333333335	0.8791666666666667	AMP	AMP330
0.15635416666666666	0.8436458333333334	AMP	AMP331
0.4998958333333333	0.5001041666666667	AMP	AMP332
0.08854166666666666	0.9114583333333333	AMP	AMP333
0.221875	0.778125	AMP	AMP334
0.11145833333333335	0.8885416666666666	AMP	AMP335
0.14479166666666665	0.8552083333333332	AMP	AMP336
0.253125	0.746875	AMP	AMP337
0.0	1.0	AMP	AMP338
0.07875	0.92125	AMP	AMP339
0.0953125	0.9046875	AMP	AMP340
0.04479166666666667	0.9552083333333334	AMP	AMP341
0.0890625	0.9109375	AMP	AMP342
0.0625	0.9375	AMP	AMP343
0.06875	0.93125	AMP	AMP344
0.128125	0.871875	AMP	AMP345
0.028125	0.971875	AMP	AMP346
0.0375	0.9625	AMP	AMP347
0.03125	0.96875	AMP	AMP348
0.025	0.975	AMP	AMP349
0.25982142857142854	0.7401785714285715	AMP	AMP350
0.034375	0.965625	AMP	AMP351
0.215625	0.784375	AMP	AMP352
0.12083333333333332	0.8791666666666668	AMP	AMP353
0.0796875	0.9203125	AMP	AMP354
0.18125	0.81875	AMP	AMP355
0.08125	0.91875	AMP	AMP356
0.0375	0.9625	AMP	AMP357
0.0	1.0	AMP	AMP358
0.05	0.95	AMP	AMP359
0.0125	0.9875	AMP	AMP360
0.0125	0.9875	AMP	AMP361
0.0125	0.9875	AMP	AMP362
0.03125	0.96875	AMP	AMP363
0.040625	0.959375	AMP	AMP364
0.054166666666666675	0.9458333333333334	AMP	AMP365
0.03125	0.96875	AMP	AMP366
0.0375	0.9625	AMP	AMP367
0.041666666666666664	0.9583333333333334	AMP	AMP368
0.38125	0.61875	AMP	AMP369
0.0375	0.9625	AMP	AMP370
0.0125	0.9875	AMP	AMP371
0.1875	0.8125	AMP	AMP372
0.09031249999999999	0.9096875000000001	AMP	AMP373
0.0	1.0	AMP	AMP374
0.0	1.0	AMP	AMP375
0.0	1.0	AMP	AMP376
0.0125	0.9875	AMP	AMP377
0.0	1.0	AMP	AMP378
0.09166666666666666	0.9083333333333332	AMP	AMP379
0.06875	0.93125	AMP	AMP380
0.0125	0.9875	AMP	AMP381
0.0875	0.9125	AMP	AMP382
0.25625	0.74375	AMP	AMP383
0.0	1.0	AMP	AMP384
0.01875	0.98125	AMP	AMP385
0.0	1.0	AMP	AMP386
0.015625	0.984375	AMP	AMP387
0.10625	0.89375	AMP	AMP388
0.0375	0.9625	AMP	AMP389
0.20374999999999996	0.79625	AMP	AMP390
0.14166666666666666	0.8583333333333332	AMP	AMP391
0.065625	0.934375	AMP	AMP392
0.060416666666666674	0.9395833333333332	AMP	AMP393
0.133125	0.866875	AMP	AMP394
0.125	0.875	AMP	AMP395
0.09375	0.90625	AMP	AMP396
0.1	0.9	AMP	AMP397
0.23333333333333334	0.7666666666666666	AMP	AMP398
0.19270833333333331	0.8072916666666666	AMP	AMP399
0.05	0.95	AMP	AMP400
0.05625	0.94375	AMP	AMP401
0.06875	0.93125	AMP	AMP402
0.0828125	0.9171875	AMP	AMP403
0.03125	0.96875	AMP	AMP404
0.0265625	0.9734375	AMP	AMP405
0.05625	0.94375	AMP	AMP406
0.0	1.0	AMP	AMP407
0.040625	0.959375	AMP	AMP408
0.225	0.775	AMP	AMP409
0.05	0.95	AMP	AMP410
0.1328125	0.8671875	AMP	AMP411
0.3296875	0.6703125	AMP	AMP412
0.121875	0.878125	AMP	AMP413
0.1671875	0.8328125	AMP	AMP414
0.08958333333333332	0.9104166666666667	AMP	AMP415
0.0125	0.9875	AMP	AMP416
0.0125	0.9875	AMP	AMP417
0.03125	0.96875	AMP	AMP418
0.109375	0.890625	AMP	AMP419
0.146875	0.853125	AMP	AMP420
0.06145833333333332	0.9385416666666666	AMP	AMP421
0.028125	0.971875	AMP	AMP422
0.028125	0.971875	AMP	AMP423
0.09791666666666667	0.9020833333333333	AMP	AMP424
0.08177083333333333	0.9182291666666667	AMP	AMP425
0.1	0.9	AMP	AMP426
0.14895833333333336	0.8510416666666666	AMP	AMP427
0.115625	0.884375	AMP	AMP428
0.16927083333333331	0.8307291666666666	AMP	AMP429
0.17614583333333333	0.8238541666666667	AMP	AMP430
0.1	0.9	AMP	AMP431
0.0546875	0.9453125	AMP	AMP432
0.0375	0.9625	AMP	AMP433
0.08125	0.91875	AMP	AMP434
0.2446428571428571	0.7553571428571428	AMP	AMP435
0.0265625	0.9734375	AMP	AMP436
0.07291666666666666	0.9270833333333333	AMP	AMP437
0.05625	0.94375	AMP	AMP438
0.14375	0.85625	AMP	AMP439
0.5313839285714287	0.4686160714285713	nonAMP	AMP440
0.028125	0.971875	AMP	AMP441
0.028125	0.971875	AMP	AMP442
0.0	1.0	AMP	AMP443
0.0	1.0	AMP	AMP444
0.023958333333333335	0.9760416666666666	AMP	AMP445
0.023958333333333335	0.9760416666666666	AMP	AMP446
0.0	1.0	AMP	AMP447
0.0	1.0	AMP	AMP448
0.06875	0.93125	AMP	AMP449
0.15	0.85	AMP	AMP450
0.13125	0.86875	AMP	AMP451
0.00625	0.99375	AMP	AMP452
0.03125	0.96875	AMP	AMP453
0.020833333333333332	0.9791666666666666	AMP	AMP454
0.0328125	0.9671875	AMP	AMP455
0.0565625	0.9434374999999997	AMP	AMP456
0.0234375	0.9765625	AMP	AMP457
0.025	0.975	AMP	AMP458
0.011979166666666666	0.9880208333333333	AMP	AMP459
0.021875	0.978125	AMP	AMP460
0.01875	0.98125	AMP	AMP461
0.13541666666666669	0.8645833333333334	AMP	AMP462
0.01875	0.98125	AMP	AMP463
0.00625	0.99375	AMP	AMP464
0.021458333333333336	0.9785416666666666	AMP	AMP465
0.028125	0.971875	AMP	AMP466
0.028125	0.971875	AMP	AMP467
0.017499999999999998	0.9824999999999999	AMP	AMP468
0.009375	0.990625	AMP	AMP469
0.009375	0.990625	AMP	AMP470
0.04583333333333334	0.9541666666666666	AMP	AMP471
0.00625	0.99375	AMP	AMP472
0.02125	0.97875	AMP	AMP473
0.190625	0.809375	AMP	AMP474
0.1315625	0.8684375	AMP	AMP475
0.10729166666666665	0.8927083333333332	AMP	AMP476
0.2208333333333333	0.7791666666666667	AMP	AMP477
0.009375	0.990625	AMP	AMP478
0.011875	0.9881249999999999	AMP	AMP479
0.016041666666666666	0.9839583333333334	AMP	AMP480
0.0125	0.9875	AMP	AMP481
0.021875	0.978125	AMP	AMP482
0.44468750000000024	0.5553125	AMP	AMP483
0.45069940476190473	0.5493005952380952	AMP	AMP484
0.1875	0.8125	AMP	AMP485
0.06875	0.93125	AMP	AMP486
0.00625	0.99375	AMP	AMP487
0.05833333333333333	0.9416666666666667	AMP	AMP488
0.05364583333333332	0.9463541666666668	AMP	AMP489
0.04479166666666667	0.9552083333333334	AMP	AMP490
0.3952083333333334	0.6047916666666666	AMP	AMP491
0.139375	0.860625	AMP	AMP492
0.08885416666666666	0.9111458333333333	AMP	AMP493
0.045	0.9550000000000001	AMP	AMP494
0.47041666666666676	0.5295833333333333	AMP	AMP495
0.4864583333333334	0.5135416666666667	AMP	AMP496
0.0234375	0.9765625	AMP	AMP497
0.01875	0.98125	AMP	AMP498
0.11885416666666668	0.8811458333333333	AMP	AMP499
0.43934523809523796	0.5606547619047618	AMP	AMP500
0.13072916666666665	0.8692708333333334	AMP	AMP501
0.0125	0.9875	AMP	AMP502
0.0125	0.9875	AMP	AMP503
0.03854166666666667	0.9614583333333334	AMP	AMP504
0.040625	0.959375	AMP	AMP505
0.0453125	0.9546875	AMP	AMP506
0.13229166666666664	0.8677083333333332	AMP	AMP507
0.11875	0.88125	AMP	AMP508
0.075	0.925	AMP	AMP509
0.024479166666666666	0.9755208333333334	AMP	AMP510
0.11114583333333332	0.8888541666666665	AMP	AMP511
0.4759375000000001	0.5240625	AMP	AMP512
0.008333333333333333	0.9916666666666666	AMP	AMP513
0.065625	0.934375	AMP	AMP514
0.05	0.95	AMP	AMP515
0.003125	0.996875	AMP	AMP516
0.003125	0.996875	AMP	AMP517
0.4972916666666668	0.5027083333333332	AMP	AMP518
0.061875	0.938125	AMP	AMP519
0.13541666666666669	0.8645833333333333	AMP	AMP520
0.2	0.8	AMP	AMP521
0.125	0.875	AMP	AMP522
0.0615625	0.9384375	AMP	AMP523
0.04375	0.95625	AMP	AMP524
0.23166666666666663	0.7683333333333333	AMP	AMP525
0.11770833333333335	0.8822916666666666	AMP	AMP526
0.04427083333333333	0.9557291666666666	AMP	AMP527
0.0375	0.9625	AMP	AMP528
0.1	0.9	AMP	AMP529
0.028125	0.971875	AMP	AMP530
0.05625	0.94375	AMP	AMP531
0.040625	0.959375	AMP	AMP532
0.13541666666666669	0.8645833333333334	AMP	AMP533
0.046875	0.953125	AMP	AMP534
0.014583333333333332	0.9854166666666666	AMP	AMP535
0.10375000000000001	0.8962499999999999	AMP	AMP536
0.05625	0.94375	AMP	AMP537
0.00625	0.99375	AMP	AMP538
0.09166666666666667	0.9083333333333332	AMP	AMP539
0.1203125	0.8796875	AMP	AMP540
0.026041666666666664	0.9739583333333333	AMP	AMP541
0.08583333333333333	0.9141666666666666	AMP	AMP542
0.0	1.0	AMP	AMP543
0.025	0.975	AMP	AMP544
0.014583333333333332	0.9854166666666668	AMP	AMP545
0.020833333333333336	0.9791666666666667	AMP	AMP546
0.0125	0.9875	AMP	AMP547
0.021354166666666667	0.9786458333333332	AMP	AMP548
0.06354166666666668	0.9364583333333332	AMP	AMP549
0.025	0.975	AMP	AMP550
0.059375	0.940625	AMP	AMP551
0.025208333333333333	0.9747916666666667	AMP	AMP552
0.0	1.0	AMP	AMP553
0.003125	0.996875	AMP	AMP554
0.0	1.0	AMP	AMP555
0.06510416666666666	0.9348958333333334	AMP	AMP556
0.057291666666666664	0.9427083333333334	AMP	AMP557
0.052500000000000005	0.9475	AMP	AMP558
0.025	0.975	AMP	AMP559
0.0234375	0.9765625	AMP	AMP560
0.042708333333333334	0.9572916666666667	AMP	AMP561
0.12166666666666667	0.8783333333333333	AMP	AMP562
0.0828125	0.9171874999999998	AMP	AMP563
0.059687500000000004	0.9403124999999999	AMP	AMP564
0.0125	0.9875	AMP	AMP565
0.2041666666666667	0.7958333333333333	AMP	AMP566
0.006666666666666666	0.9933333333333334	AMP	AMP567
0.021875	0.978125	AMP	AMP568
0.06875	0.93125	AMP	AMP569
0.07604166666666667	0.9239583333333332	AMP	AMP570
0.4538541666666667	0.5461458333333333	AMP	AMP571
0.04791666666666666	0.9520833333333334	AMP	AMP572
0.07291666666666666	0.9270833333333333	AMP	AMP573
0.09458333333333332	0.9054166666666668	AMP	AMP574
0.4587202380952381	0.5412797619047619	AMP	AMP575
0.08031250000000001	0.9196874999999999	AMP	AMP576
0.12625	0.87375	AMP	AMP577
0.058333333333333334	0.9416666666666667	AMP	AMP578
0.42791666666666667	0.5720833333333333	AMP	AMP579
0.4595833333333334	0.5404166666666668	AMP	AMP580
0.011458333333333333	0.9885416666666668	AMP	AMP581
0.015625	0.984375	AMP	AMP582
0.016666666666666666	0.9833333333333332	AMP	AMP583
0.07333333333333333	0.9266666666666665	AMP	AMP584
0.03229166666666666	0.9677083333333334	AMP	AMP585
0.4048958333333334	0.5951041666666665	AMP	AMP586
0.009722222222222222	0.9902777777777778	AMP	AMP587
0.015	0.9850000000000001	AMP	AMP588
0.004166666666666667	0.9958333333333333	AMP	AMP589
0.014375000000000002	0.9856250000000001	AMP	AMP590
0.41833333333333333	0.5816666666666667	AMP	AMP591
0.07642857142857143	0.9235714285714286	AMP	AMP592
0.029375000000000002	0.9706250000000001	AMP	AMP593
0.0	1.0	AMP	AMP594
0.00625	0.99375	AMP	AMP595
0.09395833333333334	0.9060416666666666	AMP	AMP596
0.021875	0.978125	AMP	AMP597
0.0	1.0	AMP	AMP598
0.053125	0.9468750000000001	AMP	AMP599
0.5178125	0.48218750000000005	nonAMP	AMP600
0.01875	0.98125	AMP	AMP601
0.028749999999999998	0.9712500000000001	AMP	AMP602
0.04572916666666667	0.9542708333333332	AMP	AMP603
0.0671875	0.9328125	AMP	AMP604
0.100625	0.899375	AMP	AMP605
0.009375	0.990625	AMP	AMP606
0.022916666666666665	0.9770833333333334	AMP	AMP607
0.03802083333333333	0.9619791666666666	AMP	AMP608
0.01875	0.98125	AMP	AMP609
0.03802083333333333	0.9619791666666666	AMP	AMP610
0.0	1.0	AMP	AMP611
0.011458333333333333	0.9885416666666668	AMP	AMP612
0.5298958333333333	0.4701041666666666	nonAMP	AMP613
0.38562500000000005	0.614375	AMP	AMP614
0.13177083333333334	0.8682291666666668	AMP	AMP615
0.057291666666666664	0.9427083333333333	AMP	AMP616
0.00625	0.99375	AMP	AMP617
0.00625	0.99375	AMP	AMP618
0.0296875	0.9703125	AMP	AMP619
0.010416666666666666	0.9895833333333333	AMP	AMP620
0.022083333333333333	0.9779166666666667	AMP	AMP621
0.025416666666666664	0.9745833333333334	AMP	AMP622
0.03072916666666667	0.9692708333333334	AMP	AMP623
0.04166666666666667	0.9583333333333333	AMP	AMP624
0.42367559523809534	0.5763244047619048	AMP	AMP625
0.05625	0.94375	AMP	AMP626
0.00625	0.99375	AMP	AMP627
0.4196130952380951	0.5803869047619049	AMP	AMP628
0.029613095238095237	0.9703869047619049	AMP	AMP629
0.028645833333333332	0.9713541666666666	AMP	AMP630
0.00625	0.99375	AMP	AMP631
0.023958333333333335	0.9760416666666668	AMP	AMP632
0.09375	0.90625	AMP	AMP633
